State-Reporting,School Type-Original,Street Address-Line 2,Street Address-Line 1,Zip Code,State-Physical,School Level-Standardized,County,City,School ID,School Name,District ID,District Name,School Level-Original,CEP (Y/N),Provision 1 (Y/N),Provision 2 (Y/N),Provision 3 (Y/N),Universal Free (Y/N),Claim Date,Claim Month,Claim Year,Enrollment-Total,Enrollment-Paid,Enrollment-Free,Enrollment-Reduced,Enrollment-Free and Reduced,Lunch Meals-Free,Lunch Meals-Reduced,Lunch Meals-Paid,Lunch Meals-Free and Reduced,Breakfast Meals-Free,Breakfast Meals-Reduced,Breakfast Meals-Paid,Breakfast Meals-Free and Reduced,Operating Days,Operating Days-Breakfast Only,Operating Days-Lunch Only,Breakfast Delivery Model from Campaign Tracking Data-Original,Breakfast Delivery Model from State Agency Tracking-Original,Breakfast Delivery Model from Other Source-Original,"Breakfast Delivery Model from Other Source, Note Source Here",BAB Implementation Date from Campaign Tracking Data,BAB Implementation Date from State Agency Tracking,BAB Implementation Date from Other Source,"BAB Implementation Date Other Source, Note Source Here",FR Lunch Meals,FR Lunch ADP,FR Breakfast Meals,FR Breakfast ADP,Unique ID,NCES ID,School Year,Target Area,FR Enrollment,FR Enrollment Percentage,School Type-Standardized,Breakfast Delivery Model from Grants Data-Standardized,Breakfast Delivery Model from Innovations Data-Standardized,Breakfast Delivery Model from Campaign Tracking Data-Standardized,Breakfast Delivery Model from State Agency Tracking-Standardized,Breakfast Delivery Model from Other Source-Standardized,BAB Implementation Date from Grants Data
IN,Public,,55 S CR 685 W,47245,IN,Primary,Jennings,Hayden,3385,Hayden Elementary School,4015,Jennings County School Corp,KG-06,N,,N,,,10/1/2017,10,2017,296,134,133,29,,1990,426,1318,,1427,264,667,,,17,17,,Cafeteria,,,,,,,2416,142.117647059,1691,99.470588235,IN@3385@4015,180519000922,SY17-18,,162,0.547297297,Public,,,,Cafeteria,,
IN,Public,,810 W Walnut,47265,IN,Primary,Jennings,North Vernon,3397,North Vernon Elementary School,4015,Jennings County School Corp,KG-06,N,,N,,,10/1/2017,10,2017,689,243,374,72,,5414,1058,2466,,3005,488,737,,,17,17,,Cafeteria,,,,,,,6472,380.705882353,3493,205.470588235,IN@3397@4015,180519000924,SY17-18,,446,0.647314949,Public,,,,Cafeteria,,
IN,Public,,6320 N Hwy 7,47273,IN,Primary,Jennings,Scipio,3357,Scipio Elementary School,4015,Jennings County School Corp,KG-06,N,,N,,,10/1/2017,10,2017,313,109,148,56,,2126,825,1080,,1747,709,877,,,17,17,,Cafeteria,,,,,,,2951,173.588235294,2456,144.470588235,IN@3357@4015,180519000927,SY17-18,,204,0.651757188,Public,,,,Cafeteria,,
IN,Public,,4275 E US Hwy 50,47265,IN,Primary,Jennings,North Vernon,3389,Brush Creek Elementary School,4015,Jennings County School Corp,KG-06,N,,N,,,10/1/2017,10,2017,347,121,178,48,,2713,679,1241,,1820,343,632,,,17,17,,Cafeteria,,,,,,,3392,199.529411765,2163,127.235294118,IN@3389@4015,180519000928,SY17-18,,226,0.651296830,Public,,,,Cafeteria,,
IN,Public,,6333 Lee Rd,46236,IN,Primary,Marion,Indianapolis,5294,Forest Glen Elementary School,5330,MSD of Lawrence Township,KG-06,N,,N,,,10/1/2017,10,2017,719,377,294,48,,4268,701,3782,,3073,512,2111,,,17,17,,Cafeteria,,,,,,,4969,292.294117647,3585,210.882352941,IN@5294@5330,180567000150,SY17-18,,342,0.475660640,Public,,,,Cafeteria,,
IN,Public,,3756 E SR 26,47975,IN,Primary,Warren,Pine Village,8733,Pine Village Elem. School,8115,MSD of Warren County,KG-06,N,,N,,,10/1/2017,10,2017,153,86,61,6,,1043,100,1009,,661,27,265,,,19,19,,Cafeteria,,,,,,,1143,60.157894737,688,36.210526316,IN@8733@8115,180608001072,SY17-18,,67,0.437908497,Public,,,,Cafeteria,,
IN,Public,,1224 S SR 263,47991,IN,Primary,Warren,West Lebanon,8744,Warren Central Elementary School,8115,MSD of Warren County,KG-06,N,,N,,,10/1/2017,10,2017,387,188,172,27,,2749,422,2098,,1768,231,500,,,19,19,,Cafeteria,,,,,,,3171,166.894736842,1999,105.210526316,IN@8744@8115,180608001074,SY17-18,,199,0.514211886,Public,,,,Cafeteria,,
IN,Public,,206 E Monroe St,47993,IN,Primary,Warren,Williamsport,8729,Williamsport Elementary School,8115,MSD of Warren County,KG-06,N,,N,,,10/1/2017,10,2017,224,111,93,20,,1528,264,1065,,915,78,343,,,19,19,,Cafeteria,,,,,,,1792,94.315789474,993,52.263157895,IN@8729@8115,180608001075,SY17-18,,113,0.504464286,Public,,,,Cafeteria,,
IN,Public,,500 S Sycamore,46928,IN,Primary,Grant,Fairmount,2329,Park Elementary School,2825,Madison-Grant United School Corp,KG-06,N,,N,,,10/1/2017,10,2017,366,156,173,37,,2134,465,1359,,1115,134,237,,,16,16,,Cafeteria,,,,,,,2599,162.4375,1249,78.0625,IN@2329@2825,180624001098,SY17-18,,210,0.573770492,Public,,,,Cafeteria,,
IN,Public,,9121 W 300 N,46360,IN,Primary,LaPorte,Michigan City,4373,Coolspring Elementary School,4925,Michigan City Area Schools,KG-06,Y,,N,,,10/1/2017,10,2017,300,18,282,0,,4282,0,273,,3502,0,223,,,20,20,,Cafeteria,,,,,,,4282,214.1,3502,175.1,IN@4373@4925,180657001143,SY17-18,,282,0.940065862,Public,,,,Cafeteria,,
IN,Public,,502 Boyd Cir,46360,IN,Primary,LaPorte,Michigan City,4805,Edgewood Elementary School,4925,Michigan City Area Schools,KG-06,Y,,N,,,10/1/2017,10,2017,329,20,309,0,,4796,0,306,,2714,0,173,,,20,20,,Cafeteria,,,,,,,4796,239.8,2714,135.7,IN@4805@4925,180657001145,SY17-18,,309,0.940023520,Public,,,,Cafeteria,,
IN,Public,,400 E Homer St,46360,IN,Primary,LaPorte,Michigan City,4833,Marsh Elementary School,4925,Michigan City Area Schools,KG-06,Y,,N,,,10/1/2017,10,2017,296,18,278,0,,4683,0,299,,3648,0,233,,,20,20,,Cafeteria,,,,,,,4683,234.15,3648,182.4,IN@4833@4925,180657001153,SY17-18,,278,0.939983942,Public,,,,Cafeteria,,
IN,Public,,201 Ferguson Rd,46360,IN,Primary,LaPorte,Michigan City,4811,Lake Hills Elementary School,4925,Michigan City Area Schools,KG-06,Y,,N,,,10/1/2017,10,2017,482,29,453,0,,7890,0,504,,6688,0,427,,,20,20,,Cafeteria,,,,,,,7890,394.5,6688,334.4,IN@4811@4925,180657001155,SY17-18,,453,0.939957112,Public,,,,Cafeteria,,
IN,Public,,3054 W 800 N,46360,IN,Primary,LaPorte,Michigan City,4713,Springfield Elementary School,4925,Michigan City Area Schools,KG-06,Y,,N,,,10/1/2017,10,2017,369,22,347,0,,5516,0,352,,3843,0,245,,,20,20,,Cafeteria,,,,,,,5516,275.8,3843,192.15,IN@4713@4925,180657001161,SY17-18,,347,0.940013633,Public,,,,Cafeteria,,
IN,Public,,715 E Broadway,46545,IN,Primary,Saint Joseph,Mishawaka,7469,Battell Elementary,7200,School City of Mishawaka,KG-06,N,,N,,,10/1/2017,10,2017,310,70,202,38,,3119,563,453,,1747,296,142,,,19,19,,Cafeteria,,,,,,,3682,193.789473684,2043,107.526315789,IN@7469@7200,180684001174,SY17-18,,240,0.774193548,Public,,,,Cafeteria,,
IN,Public,,1306 S Main St,46544,IN,Primary,Saint Joseph,Mishawaka,7481,Emmons Elementary,7200,School City of Mishawaka,KG-06,N,,N,,,10/1/2017,10,2017,442,73,335,34,,5349,440,645,,2366,150,172,,,19,19,,Cafeteria,,,,,,,5789,304.684210526,2516,132.421052632,IN@7481@7200,180684001177,SY17-18,,369,0.834841629,Public,,,,Cafeteria,,
IN,Public,,1511 Milburn Blvd,46544,IN,Primary,Saint Joseph,Mishawaka,7485,LaSalle Elementary,7200,School City of Mishawaka,KG-06,N,,N,,,10/1/2017,10,2017,478,94,322,62,,5082,889,791,,2699,368,225,,,19,19,,Cafeteria,,,,,,,5971,314.263157895,3067,161.421052632,IN@7485@7200,180684001181,SY17-18,,384,0.803347280,Public,,,,Cafeteria,,
IN,Public,,1000 W CR 600 S,47302,IN,Primary,Delaware,Muncie,1385,Cowan Elementary School,1900,Cowan Community School Corporation,KG-06,N,,N,,,10/1/2017,10,2017,444,200,197,47,,2670,551,2166,,1424,235,441,,,16,16,,Cafeteria,,,,,,,3221,201.3125,1659,103.6875,IN@1385@1900,180702001199,SY17-18,,244,0.549549550,Public,,,,Cafeteria,,
IN,Public,,1000 Rd 144,46158,IN,Primary,Morgan,Mooresville,6375,Neil Armstrong Elementary School,5930,Mooresville Consolidated Schools,KG-06,N,,N,,,10/1/2017,10,2017,569,279,245,45,,3008,524,2148,,1407,137,313,,,16,16,,Cafeteria,,,,,,,3532,220.75,1544,96.5,IN@6375@5930,180714001208,SY17-18,,290,0.509666081,Public,,,,Cafeteria,,
IN,Public,,7456 E Hadley Rd,46113,IN,Primary,Morgan,Camby,6385,North Madison Elementary School,5930,Mooresville Consolidated Schools,KG-06,N,,N,,,10/1/2017,10,2017,649,354,239,56,,2765,637,2301,,809,134,324,,,16,16,,Cafeteria,,,,,,,3402,212.625,943,58.9375,IN@6385@5930,180714001210,SY17-18,,295,0.454545455,Public,,,,Cafeteria,,
IN,Public,,630 N Indiana St,46158,IN,Primary,Morgan,Mooresville,6387,Northwood Elementary School,5930,Mooresville Consolidated Schools,KG-06,N,,N,,,10/1/2017,10,2017,532,285,206,41,,2610,529,2145,,1081,236,470,,,16,16,,Cafeteria,,,,,,,3139,196.1875,1317,82.3125,IN@6387@5930,180714001211,SY17-18,,247,0.464285714,Public,,,,Cafeteria,,
IN,Public,,1201 Riley Rd,47362,IN,Primary,Henry,New Castle,2849,Riley Elementary School,3445,New Castle Community School Corp,KG-06,N,,N,,,10/1/2017,10,2017,253,142,96,15,,1224,168,1006,,554,32,201,,,17,17,,Cafeteria,,,,,,,1392,81.882352941,586,34.470588235,IN@2849@3445,180744001286,SY17-18,,111,0.438735178,Public,,,,Cafeteria,,
IN,Public,,1015 S Greensboro Pike,47362,IN,Primary,Henry,New Castle,2861,Westwood Elementary School,3445,New Castle Community School Corp,KG-06,N,,N,,,10/1/2017,10,2017,245,155,81,9,,907,113,800,,582,54,218,,,17,17,,Cafeteria,,,,,,,1020,60,636,37.411764706,IN@2861@3445,180744001291,SY17-18,,90,0.367346939,Public,,,,Cafeteria,,
IN,Public,,5498 E SR 58,47529,IN,Primary,Daviess,Elnora,1090,North Daviess Elementary,1375,North Daviess Community Schools,KG-06,N,,N,,,10/1/2017,10,2017,764,399,286,79,,3877,1028,4274,,2530,405,895,,,17,17,,Cafeteria,,,,,,,4905,288.529411765,2935,172.647058824,IN@1090@1375,180771001648,SY17-18,,365,0.477748691,Public,,,,Cafeteria,,
IN,Public,,809 W Talmer Ave,46366,IN,Primary,Starke,North Judson,7851,North Judson-San Pierre Elementary,7515,North Judson-San Pierre Schools,KG-06,N,,N,,,10/1/2017,10,2017,536,237,264,35,,3660,344,1956,,2612,232,1213,,,17,17,,Cafeteria,,,,,,,4004,235.529411765,2844,167.294117647,IN@7851@7515,180780001328,SY17-18,,299,0.557835821,Public,,,,Cafeteria,,
IN,Public,,3281 W 950 N,46349,IN,Primary,Newton,Lake Village,6405,Lake Village Elementary,5945,North Newton School Corp,KG-06,N,,N,,,10/1/2017,10,2017,225,104,98,23,,1315,282,1033,,571,142,140,,,18,18,,Cafeteria,,,,,,,1597,88.722222222,713,39.611111111,IN@6405@5945,180792001359,SY17-18,,121,0.537777778,Public,,,,Cafeteria,,
IN,Public,,PO Box 225,46372,IN,Primary,Newton,Roselawn,6409,Lincoln Elementary,5945,North Newton School Corp,KG-06,N,,N,,,10/1/2017,10,2017,364,134,190,40,,2723,405,1307,,1758,222,261,,,18,18,,Cafeteria,,,,,,,3128,173.777777778,1980,110,IN@6409@5945,180792001360,SY17-18,,230,0.631868132,Public,,,,Cafeteria,,
IN,Public,,PO Box 50,47963,IN,Primary,Newton,Morocco,6397,Morocco Elementary,5945,North Newton School Corp,KG-06,N,,N,,,10/1/2017,10,2017,176,70,87,19,,1172,268,558,,683,172,157,,,18,18,,Cafeteria,,,,,,,1440,80,855,47.5,IN@6397@5945,180792001361,SY17-18,,106,0.602272727,Public,,,,Cafeteria,,
IN,Public,,5585 N Falcon Dr,47928,IN,Primary,Vermillion,Cayuga,8403,North Vermillion Elementary,8010,North Vermillion Community School Corporation,KG-06,N,,N,,,10/1/2017,10,2017,422,178,208,36,,3025,573,1741,,2427,417,1376,,,17,17,,Cafeteria,,,,,,,3598,211.647058824,2844,167.294117647,IN@8403@8010,180807000184,SY17-18,,244,0.578199052,Public,,,,Cafeteria,,
IN,Public,,Box 217,46986,IN,Primary,Grant,Swayzee,2306,Swayzee Elementary School,5625,Oak Hill United School Corp,KG-06,N,,N,,,10/1/2017,10,2017,297,194,80,23,,759,197,703,,270,63,133,,,17,17,,Cafeteria,,,,,,,956,56.235294118,333,19.588235294,IN@2306@5625,180834001431,SY17-18,,103,0.346801347,Public,,,,Cafeteria,,
IN,Public,,5860 N 750 E,46532,IN,Primary,Starke,Hamlet,7818,Oregon-Davis Elementary,7495,Oregon-Davis School Corp,KG-06,N,,N,,,10/1/2017,10,2017,297,104,177,16,,2946,256,1235,,1902,178,740,,,19,19,,Cafeteria,,,,,,,3202,168.526315789,2080,109.473684211,IN@7818@7495,180846002209,SY17-18,,193,0.649831650,Public,,,,Cafeteria,,
IN,Public,,301 Elm St,47454,IN,Primary,Orange,Paoli,6587,Throop Elementary School,6155,Paoli Community School Corporation,KG-06,N,,N,,,10/1/2017,10,2017,772,314,402,56,,4616,493,1608,,3548,339,1099,,,16,16,,Cafeteria,,,,,,,5109,319.3125,3887,242.9375,IN@6587@6155,180864001439,SY17-18,,458,0.593264249,Public,,,,Cafeteria,,
IN,Public,,PO Box 517,46978,IN,Primary,Cass,Royal Center,0649,Pioneer Elementary,0775,Pioneer Regional School Corp,KG-06,N,,N,,,10/1/2017,10,2017,510,256,208,46,,3091,669,3106,,972,180,349,,,17,17,,Cafeteria,,,,,,,3760,221.176470588,1152,67.764705882,IN@0649@0775,180894001490,SY17-18,,254,0.498039216,Public,,,,Cafeteria,,
IN,Public,,400 School Dr,46554,IN,Primary,Saint Joseph,North Liberty,7456,North Liberty Elementary,7150,John Glenn School Corporation,KG-06,N,,N,,,10/1/2017,10,2017,514,329,154,31,,2535,485,3851,,953,89,528,,,20,20,,Cafeteria,,,,,,,3020,151,1042,52.1,IN@7456@7150,180912002210,SY17-18,,185,0.359922179,Public,,,,Cafeteria,,
IN,Public,,303 West St,47106,IN,Primary,Clark,Borden,0815,Borden Elementary,0940,West Clark Community Schools,KG-06,N,,N,,,10/1/2017,10,2017,316,222,80,14,,739,131,1170,,517,40,198,,,12,12,,Cafeteria,,,,,,,870,72.5,557,46.416666667,IN@0815@0940,180937001539,SY17-18,,94,0.297468354,Public,,,,Cafeteria,,
IN,Public,,Box 31,46104,IN,Primary,Rush,Arlington,7253,Arlington School,6995,Rush County Schools,KG-06,N,,N,,,10/1/2017,10,2017,199,85,93,21,,1473,319,1176,,831,139,339,,,17,17,,Cafeteria,,,,,,,1792,105.411764706,970,57.058823529,IN@7253@6995,180975001591,SY17-18,,114,0.572864322,Public,,,,Cafeteria,,
IN,Public,,PO Box 278,46156,IN,Primary,Rush,Milroy,7233,Milroy School,6995,Rush County Schools,KG-06,N,,N,,,10/1/2017,10,2017,167,75,77,15,,1206,236,1005,,571,95,156,,,17,17,,Cafeteria,,,,,,,1442,84.823529412,666,39.176470588,IN@7233@6995,180975001594,SY17-18,,92,0.550898204,Public,,,,Cafeteria,,
IN,Public,,390 W 16th St,46173,IN,Primary,Rush,Rushville,7271,Rushville Elementary East,6995,Rush County Schools,KG-06,N,,N,,,10/1/2017,10,2017,305,122,155,28,,2392,428,1382,,1436,199,234,,,17,17,,Cafeteria,,,,,,,2820,165.882352941,1635,96.176470588,IN@7271@6995,180975002471,SY17-18,,183,0.6,Public,,,,Cafeteria,,
IN,Public,,8600 S Bronco Dr,47334,IN,Primary,Delaware,Daleville,1405,Daleville Elementary School,1940,Daleville School Corporation,KG-06,N,,N,,,10/1/2017,10,2017,527,242,231,54,,3212,672,2375,,1451,264,484,,,17,17,,Cafeteria,,,,,,,3884,228.470588235,1715,100.882352941,IN@1405@1940,180984001602,SY17-18,,285,0.540796964,Public,,,,Cafeteria,,
IN,Public,,9233 Shakamak Sch Rd,47438,IN,Primary,Greene,Jasonville,2449,Shakamak Elementary School,2960,MSD of Shakamak,KG-06,N,,N,,,10/1/2017,10,2017,415,165,215,35,,3218,473,906,,1935,240,206,,,19,19,,Cafeteria,,,,,,,3691,194.263157895,2175,114.473684211,IN@2449@2960,181011001622,SY17-18,,250,0.602409639,Public,,,,Cafeteria,,
IN,Public,,6078 E SR 61,47591,IN,Primary,Knox,Vincennes,3489,South Knox Elementary School,4325,South Knox School Corp,KG-06,N,,N,,,10/1/2017,10,2017,698,467,158,73,,2400,946,5238,,935,267,862,,,20,20,,Cafeteria,,,,,,,3346,167.3,1202,60.1,IN@3489@4325,181041001705,SY17-18,,231,0.330945559,Public,,,,Cafeteria,,
IN,Public,,893 E US 36,46064,IN,Primary,Madison,Pendleton,4935,East Elementary School,5255,South Madison Community Schools,KG-06,N,,N,,,10/1/2017,10,2017,786,508,236,42,,3038,521,4360,,1121,151,615,,,17,17,,Cafeteria,,,,,,,3559,209.352941176,1272,74.823529412,IN@4935@5255,181044002167,SY17-18,,278,0.353689567,Public,,,,Cafeteria,,
IN,Public,,1568 S Benham Rd,47042,IN,Primary,Ripley,Versailles,7178,South Ripley Elementary School,6865,South Ripley Community School Corp,KG-06,N,,N,,,10/1/2017,10,2017,617,242,321,54,,4860,846,2714,,2676,357,546,,,17,17,,Cafeteria,,,,,,,5706,335.647058824,3033,178.411764706,IN@7178@6865,181053002380,SY17-18,,375,0.607779579,Public,,,,Cafeteria,,
IN,Public,,3 Rebel Dr,47355,IN,Primary,Randolph,Lynn,7113,Randolph Southern Elementary,6805,Randolph Southern School Corp,KG-06,N,,N,,,10/1/2017,10,2017,282,109,151,22,,1963,221,923,,1012,41,198,,,17,17,,Cafeteria,,,,,,,2184,128.470588235,1053,61.941176471,IN@7113@6805,181074001762,SY17-18,,173,0.613475177,Public,,,,Cafeteria,,
IN,Public,,9120 S 300 W,46781,IN,Primary,Wells,Poneto,9057,Southern Wells Elementary School,8425,Southern Wells Community Schools,KG-06,N,,N,,,10/1/2017,10,2017,490,290,155,45,,2379,681,3448,,984,181,140,,,18,18,,Cafeteria,,,,,,,3060,170,1165,64.722222222,IN@9057@8425,181077001764,SY17-18,,200,0.408163265,Public,,,,Cafeteria,,
IN,Public,,1849 N Whitcomb,46224,IN,Primary,Marion,Speedway,5901,Arthur C. Newby Elementary,5400,Speedway Public Schools,KG-06,N,,N,,,10/1/2017,10,2017,231,133,75,23,,850,300,797,,352,96,157,,,17,17,,Cafeteria,,,,,,,1150,67.647058824,448,26.352941176,IN@5901@5400,181092001780,SY17-18,,98,0.424242424,Public,,,,Cafeteria,,
IN,Public,,5700 Meadowood Dr,46224,IN,Primary,Marion,Speedway,5905,Frank H. Wheeler Elementary,5400,Speedway Public Schools,KG-06,N,,N,,,10/1/2017,10,2017,464,173,254,37,,3378,485,708,,1349,167,74,,,17,17,,Cafeteria,,,,,,,3863,227.235294118,1516,89.176470588,IN@5905@5400,181092001782,SY17-18,,291,0.627155172,Public,,,,Cafeteria,,
IN,Public,,5240 W 22nd St,46224,IN,Primary,Marion,Speedway,5893,James A. Allison Elementary School,5400,Speedway Public Schools,KG-06,N,,N,,,10/1/2017,10,2017,351,119,212,20,,2886,262,655,,1045,41,74,,,17,17,,Cafeteria,,,,,,,3148,185.176470588,1086,63.882352941,IN@5893@5400,181092001783,SY17-18,,232,0.660968661,Public,,,,Cafeteria,,
IN,Public,,1601 Flatwoods Rd,47460,IN,Primary,Owen,Spencer,6619,McCormick's Creek Elementary,6195,Spencer-Owen Comm Schools,KG-06,N,,N,,,10/1/2017,10,2017,346,153,164,29,,2185,336,1468,,2150,362,2237,,,17,17,,Cafeteria,,,,,,,2521,148.294117647,2512,147.764705882,IN@6619@6195,181095001511,SY17-18,,193,0.557803468,Public,,,,Cafeteria,,
IN,Public,,PO Box 212,47455,IN,Primary,Owen,Patricksburg,6601,Patricksburg Elementary School,6195,Spencer-Owen Comm Schools,KG-06,N,,N,,,10/1/2017,10,2017,156,38,108,10,,1664,139,283,,1417,128,461,,,17,17,,Cafeteria,,,,,,,1803,106.058823529,1545,90.882352941,IN@6601@6195,181095001792,SY17-18,,118,0.756410256,Public,,,,Cafeteria,,
IN,Public,,200 Triton Dr,46504,IN,Primary,Marshall,Bourbon,5922,Triton Elementary School,5495,Triton School Corp,KG-06,N,,N,,,10/1/2017,10,2017,498,274,186,38,,2630,494,2813,,1116,185,187,,,16,16,,Cafeteria,,,,,,,3124,195.25,1301,81.3125,IN@5922@5495,181149001855,SY17-18,,224,0.449799197,Public,,,,Cafeteria,,
IN,Public,,8707 W US Hwy 36 PO Box 148,47358,IN,Primary,Randolph,Modoc,7117,Union Elementary School,6795,Union School Corporation,KG-06,N,,N,,,10/1/2017,10,2017,155,58,87,10,,1211,120,390,,640,72,89,,,16,16,,Cafeteria,,,,,,,1331,83.1875,712,44.5,IN@7117@6795,181173001874,SY17-18,,97,0.625806452,Public,,,,Cafeteria,,
IN,Public,,12645 Tyler Rd,46536,IN,Primary,Saint Joseph,Lakeville,7400,LaVille Elementary School,7215,Union-North United School Corp,KG-06,N,,N,,,10/1/2017,10,2017,605,268,262,75,,4159,1031,2791,,2156,516,447,,,19,19,,Cafeteria,,,,,,,5190,273.157894737,2672,140.631578947,IN@7400@7215,181191002242,SY17-18,,337,0.557024793,Public,,,,Cafeteria,,
IN,Public,,840 E SR 124,46992,IN,Primary,Wabash,Wabash,8656,Southwood Elementary School,8050,MSD of Wabash County,KG-06,N,,N,,,10/1/2017,10,2017,503,279,174,50,,2318,612,2640,,1109,153,216,,,16,16,,Cafeteria,,,,,,,2930,183.125,1262,78.875,IN@8656@8050,181218001947,SY17-18,,224,0.445328032,Public,,,,Cafeteria,,
IN,Public,,203 N Lincoln St,46580,IN,Primary,Kosciusko,Warsaw,3665,Lincoln Elementary School,4415,Warsaw Community Schools,KG-06,N,,N,,,10/1/2017,10,2017,524,209,268,47,,3778,605,1723,,1643,155,726,,,19,19,,Cafeteria,,,,,,,4383,230.684210526,1798,94.631578947,IN@3665@4415,181242001994,SY17-18,,315,0.601145038,Public,,,,Cafeteria,,
IN,Public,,1436 W 300 N,46582,IN,Primary,Kosciusko,Warsaw,3673,Madison Elementary School,4415,Warsaw Community Schools,KG-06,N,,N,,,10/1/2017,10,2017,567,297,223,47,,3399,663,2961,,1683,209,827,,,19,19,,Cafeteria,,,,,,,4062,213.789473684,1892,99.578947368,IN@3673@4415,181242001995,SY17-18,,270,0.476190476,Public,,,,Cafeteria,,
IN,Public,,423 W Kincaide St,46580,IN,Primary,Kosciusko,Warsaw,3677,Washington Elementary School,4415,Warsaw Community Schools,KG-06,N,,N,,,10/1/2017,10,2017,530,317,176,37,,2648,396,2077,,1252,127,342,,,19,19,,Cafeteria,,,,,,,3044,160.210526316,1379,72.578947368,IN@3677@4415,181242002001,SY17-18,,213,0.401886792,Public,,,,Cafeteria,,
IN,Public,,1900 S County Farm Rd,46580,IN,Primary,Kosciusko,Warsaw,3608,Eisenhower Elementary School,4415,Warsaw Community Schools,KG-06,N,,N,,,10/1/2017,10,2017,443,300,104,39,,1467,509,2107,,789,222,581,,,19,19,,Cafeteria,,,,,,,1976,104,1011,53.210526316,IN@3608@4415,181242002371,SY17-18,,143,0.322799097,Public,,,,Cafeteria,,
IN,Public,,1300 Husky Trl,46582,IN,Primary,Kosciusko,Warsaw,3610,Harrison Elementary School,4415,Warsaw Community Schools,KG-06,N,,N,,,10/1/2017,10,2017,487,215,237,35,,3715,491,1634,,1925,272,861,,,19,19,,Cafeteria,,,,,,,4206,221.368421053,2197,115.631578947,IN@3610@4415,181242002372,SY17-18,,272,0.558521561,Public,,,,Cafeteria,,
IN,Public,,803 E National Hwy,47501,IN,Primary,Daviess,Washington,1133,Griffith Elementary School,1405,Washington Community Schools,KG-06,N,,N,,,10/1/2017,10,2017,424,75,313,36,,4411,412,832,,2519,188,162,,,16,16,,Cafeteria,,,,,,,4823,301.4375,2707,169.1875,IN@1133@1405,181245002002,SY17-18,,349,0.823113208,Public,,,,Cafeteria,,
IN,Public,,801 NW 11th St,47501,IN,Primary,Daviess,Washington,1103,Lena Dunn Elementary School,1405,Washington Community Schools,KG-06,N,,N,,,10/1/2017,10,2017,493,47,418,28,,5580,340,349,,3305,252,82,,,16,16,,Cafeteria,,,,,,,5920,370,3557,222.3125,IN@1103@1405,181245002003,SY17-18,,446,0.904665314,Public,,,,Cafeteria,,
IN,Public,,600 NE 6th St,47501,IN,Primary,Daviess,Washington,1129,North Elementary School,1405,Washington Community Schools,KG-06,N,,N,,,10/1/2017,10,2017,433,190,211,32,,2806,395,1954,,1363,80,264,,,16,16,,Cafeteria,,,,,,,3201,200.0625,1443,90.1875,IN@1129@1405,181245002004,SY17-18,,243,0.561200924,Public,,,,Cafeteria,,
IN,Public,,326 E 450 S,47501,IN,Primary,Daviess,Washington,1105,Veale Elementary School,1405,Washington Community Schools,KG-06,N,,N,,,10/1/2017,10,2017,180,113,51,16,,697,222,1263,,327,67,160,,,16,16,,Cafeteria,,,,,,,919,57.4375,394,24.625,IN@1105@1405,181245002005,SY17-18,,67,0.372222222,Public,,,,Cafeteria,,
IN,Public,,1002 W 25 Street,,IN,Primary,Marion,Indianapolis,1806,Ignite Achievement Academy,9010,Ignite Achievement Academy,KG-06,Y,,N,,,10/1/2017,10,2017,508,0,508,0,,6314,0,0,,6198,0,0,,,16,16,,Cafeteria,,,,,,,6314,394.625,6198,387.375,IN@1806@9010,,SY17-18,,508,1,Public,,,,Cafeteria,,
IN,Public,,510 East 46th Street,46205,IN,Primary,Marion,Indianapolis,5538,370 Center for Inquiry IV,5385,Indianapolis Public Schools,KG-06,Y,,N,,,10/1/2017,10,2017,313,0,313,0,,2391,0,0,,1399,0,0,,,11,11,,Cafeteria,,,,,,,2391,217.363636364,1399,127.181818182,IN@5538@5385,,SY17-18,,313,1,Public,,,,Cafeteria,,
IN,Public,,5861 Harrison Street,46410,IN,Primary,Lake,Merrillville,1116,Heritage Institute of Arts and Technology,9990,Heritage Institute of Arts and Technology (HIAT),KG-06,N,,N,,,10/1/2017,10,2017,199,25,161,13,,2583,186,370,,1843,116,183,,,20,20,,Cafeteria,,,,,,,2769,138.45,1959,97.95,IN@1116@9990,,SY17-18,,174,0.874371859,Public,,,,Cafeteria,,
IN,Public,,4625 Werling Dr,46806,IN,Primary,Allen,Fort Wayne,1539,Timothy L Johnson Elementary,9350,Timothy L Johnson Academy,KG-05,Y,,N,,,10/1/2017,10,2017,315,0,315,0,,5880,0,0,,5226,0,0,,,21,21,,Cafeteria,,,,,,,5880,280,5226,248.857142857,IN@1539@9350,180001301774,SY17-18,,315,1,Public,,,,Cafeteria,,
IN,Public,,"2430 W Hamilton Rd, South",46814,IN,Primary,Allen,Fort Wayne,0072,Covington Elementary,0125,MSD Southwest Allen Co Schools,KG-05,N,,N,,,10/1/2017,10,2017,841,672,136,33,,2395,595,7621,,1552,168,653,,,21,21,,Cafeteria,,,,,,,2990,142.380952381,1720,81.904761905,IN@0072@0125,180003001810,SY17-18,,169,0.200951249,Public,,,,Cafeteria,,
